x,y,month,day,ffmc,dmc,dc,isi,temp,rh,wind,rain,area,area_log,month_num,day_fri,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed,temp_rh_ratio,dc_isi_interaction
6,5.0,aug,fri,86.15,70.8,665.3,0.8,17.0,72,6.7,0.0,0.0,0.0,8,1,0,0,0,0,0,0,0.2328767123287671,532.24
6,5.0,sep,mon,90.9,126.5,686.5,7.0,21.3,42,2.2,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.49534883720930234,4805.5
6,5.0,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,0.0,0.0,9,0,0,0,0,0,0,1,1.2,6436.32
6,5.0,sep,fri,93.3,141.2,713.9,13.9,22.9,44,5.4,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.5088888888888888,9923.21
5,5.0,mar,sat,91.7,35.8,80.8,7.8,15.1,27,5.4,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.5392857142857143,630.24
8,5.0,oct,mon,86.15,32.8,664.2,3.0,16.7,47,4.9,0.0,0.0,0.0,10,0,1,0,0,0,0,0,0.34791666666666665,1992.6000000000001
6,4.0,mar,wed,89.2,27.9,70.8,6.3,15.9,35,4.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1,0.44166666666666665,446.03999999999996
6,4.0,apr,sat,86.3,27.4,97.1,5.1,9.3,44,4.5,0.0,0.0,0.0,4,0,0,1,0,0,0,0,0.2066666666666667,495.2099999999999
6,4.0,sep,tue,91.0,129.5,692.6,7.0,18.3,40,2.7,0.0,0.0,0.0,9,0,0,0,0,0,1,0,0.44634146341463415,4848.2
5,4.0,sep,mon,91.8,78.5,724.3,9.2,19.1,38,2.7,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.4897435897435898,6663.5599999999995
7,4.0,jun,sun,94.3,96.3,200.0,17.9,21.0,44,4.5,0.0,0.0,0.0,6,0,0,0,1,0,0,0,0.4666666666666667,3579.9999999999995
7,4.0,aug,sat,90.2,110.9,537.4,6.2,19.5,43,5.8,0.0,0.0,0.0,8,0,0,1,0,0,0,0,0.4431818181818182,3331.88
7,4.0,aug,sat,93.5,139.4,594.2,17.9,23.7,32,5.8,0.0,0.0,0.0,8,0,0,1,0,0,0,0,0.7181818181818181,10636.18
7,4.0,aug,sun,91.4,142.4,601.4,10.6,16.3,60,5.4,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.26721311475409837,6374.839999999999
7,4.0,sep,fri,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.5428571428571428,8149.599999999999
7,4.0,sep,mon,90.9,126.5,686.5,7.0,19.4,48,1.3,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.39591836734693875,4805.5
6,3.0,sep,sat,93.4,145.4,721.4,8.1,30.2,24,2.7,0.0,0.0,0.0,9,0,0,1,0,0,0,0,1.208,5843.339999999999
6,3.0,sep,sun,93.5,149.3,728.6,8.1,22.8,39,3.6,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.5700000000000001,5901.66
6,3.0,sep,fri,94.3,85.1,692.3,15.9,25.4,24,3.6,0.0,0.0,0.0,9,1,0,0,0,0,0,0,1.016,11007.57
6,3.0,sep,mon,88.6,91.8,709.9,7.1,11.2,78,7.6,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.14177215189873416,5040.29
6,3.0,sep,fri,88.6,69.7,706.8,5.8,20.6,37,1.8,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.5421052631578948,4099.44
6,3.0,sep,sun,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.4425,5602.74
6,3.0,sep,mon,91.8,78.5,724.3,9.2,21.2,32,2.7,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.6424242424242425,6663.5599999999995
6,3.0,sep,tue,90.3,80.7,730.2,6.3,18.2,62,4.5,0.0,0.0,0.0,9,0,0,0,0,0,1,0,0.28888888888888886,4600.26
6,3.0,oct,tue,90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0,0.0,10,0,0,0,0,0,1,0,0.868,4482.97
7,4.0,oct,fri,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,0.0,10,1,0,0,0,0,0,0,0.18524590163934426,5938.62
7,3.0,oct,sat,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,0.0,10,0,0,1,0,0,0,0,0.6357142857142858,4602.23
4,4.0,mar,tue,88.1,25.7,67.6,3.8,14.1,43,2.7,0.0,0.0,0.0,3,0,0,0,0,0,1,0,0.32045454545454544,256.87999999999994
4,4.0,jul,tue,86.15,60.6,366.7,1.5,23.3,37,3.1,0.0,0.0,0.0,7,0,0,0,0,0,1,0,0.6131578947368421,550.05
4,4.0,aug,sat,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0,0.0,8,0,0,1,0,0,0,0,0.42790697674418604,5555.380000000001
4,4.0,aug,tue,94.8,108.3,647.1,17.0,16.6,54,5.4,0.0,0.0,0.0,8,0,0,0,0,0,1,0,0.3018181818181818,11000.7
4,4.0,sep,sat,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,0.0,9,0,0,1,0,0,0,0,0.4,4960.0599999999995
4,4.0,sep,wed,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0,0.0,9,0,0,0,0,0,0,1,0.17200000000000001,4561.34
5,6.0,sep,wed,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,0.0,0.0,9,0,0,0,0,0,0,1,1.036,11007.57
5,6.0,sep,mon,90.9,126.5,686.5,7.0,14.7,70,3.6,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.20704225352112676,4805.5
6,6.0,jul,mon,94.2,62.3,442.9,11.0,23.0,36,3.1,0.0,0.0,0.0,7,0,1,0,0,0,0,0,0.6216216216216216,4871.9
4,4.0,mar,mon,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0,0.0,3,0,1,0,0,0,0,0,0.3277777777777778,265.27
4,4.0,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0,0.0,3,0,1,0,0,0,0,0,0.23404255319148937,519.0
4,4.0,sep,thu,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0,0.0,9,0,0,0,0,1,0,0,1.1555555555555557,6498.879999999999
4,3.0,aug,sun,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.6142857142857143,3976.5600000000004
4,3.0,aug,wed,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,0.0,8,0,0,0,0,0,0,1,0.47441860465116276,6279.36
4,3.0,aug,thu,91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,0.0,0.0,8,0,0,0,0,1,0,0,0.3826086956521739,4166.19
4,3.0,sep,thu,92.9,137.0,706.4,9.2,27.7,24,2.2,0.0,0.0,0.0,9,0,0,0,0,1,0,0,1.1079999999999999,6498.879999999999
4,3.0,sep,tue,90.3,80.7,730.2,6.3,17.8,63,4.9,0.0,0.0,0.0,9,0,0,0,0,0,1,0,0.278125,4600.26
4,3.0,oct,sun,92.6,46.5,691.8,8.8,13.8,50,2.7,0.0,0.0,0.0,10,0,0,0,1,0,0,0,0.2705882352941177,6087.84
2,2.5,feb,mon,86.15,9.3,34.0,2.1,13.9,40,5.4,0.0,0.0,0.0,2,0,1,0,0,0,0,0,0.33902439024390246,71.4
2,2.5,feb,fri,86.6,13.2,43.0,5.3,12.3,51,0.9,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0.23653846153846156,227.9
2,2.5,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0,0.0,3,0,0,0,1,0,0,0,0.2875,981.12
2,2.5,mar,sun,89.3,51.3,102.2,9.6,5.5,59,6.3,0.0,0.0,0.0,3,0,0,0,1,0,0,0,0.09166666666666666,981.12
2,2.5,aug,thu,93.0,75.3,466.6,7.7,18.8,35,4.9,0.0,0.0,0.0,8,0,0,0,0,1,0,0,0.5222222222222223,3592.82
2,2.5,aug,sun,90.2,99.6,631.2,6.3,20.8,33,2.7,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.611764705882353,3976.5600000000004
2,2.5,aug,mon,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,0.0,0.0,8,0,1,0,0,0,0,0,0.721875,3705.0399999999995
2,2.5,aug,thu,91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,0.0,0.0,8,0,0,0,0,1,0,0,0.4133333333333334,4166.19
2,2.5,sep,fri,92.4,117.9,668.0,12.2,23.0,37,4.5,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.6052631578947368,8149.599999999999
2,2.5,sep,fri,92.4,117.9,668.0,12.2,19.6,33,5.4,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.5764705882352942,8149.599999999999
2,2.5,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.5764705882352942,8149.599999999999
4,5.0,mar,fri,91.7,33.3,77.5,9.0,17.2,26,4.5,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0.637037037037037,697.5
4,5.0,mar,fri,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0.5642857142857143,1222.5
4,5.0,sep,fri,94.3,85.1,692.3,15.9,17.7,37,3.6,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.46578947368421053,11007.57
5,4.0,mar,fri,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0.6,697.5
5,4.0,aug,tue,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0.0,0.0,8,0,0,0,0,0,1,0,0.3931818181818182,5530.5
5,4.0,sep,fri,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.8903225806451613,9923.21
9,6.5,feb,thu,86.15,6.8,31.399999999999977,7.7,6.7,79,3.1,0.0,0.0,0.0,2,0,0,0,0,1,0,0,0.08375,241.77999999999983
9,6.5,feb,fri,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0.3568181818181818,227.9
1,3.0,mar,mon,87.6,52.2,103.8,5.0,8.3,72,3.1,0.0,0.0,0.0,3,0,1,0,0,0,0,0,0.1136986301369863,519.0
1,2.5,aug,fri,90.1,108.0,529.8,12.5,14.7,66,2.7,0.0,0.0,0.0,8,1,0,0,0,0,0,0,0.21940298507462686,6622.499999999999
1,2.5,aug,tue,91.0,121.2,561.6,7.0,21.6,19,6.7,0.0,0.0,0.0,8,0,0,0,0,0,1,0,1.08,3931.2000000000003
1,2.5,aug,sun,91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.4875,6374.839999999999
1,2.5,aug,sun,90.2,99.6,631.2,6.3,17.9,44,2.2,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.39777777777777773,3976.5600000000004
1,2.5,aug,tue,94.8,108.3,647.1,17.0,18.6,51,4.5,0.0,0.0,0.0,8,0,0,0,0,0,1,0,0.3576923076923077,11000.7
1,2.5,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0.0,0.0,8,0,0,0,0,0,0,1,0.3458333333333334,6279.36
1,2.5,aug,thu,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0,0.0,8,0,0,0,0,1,0,0,0.43913043478260866,4166.19
1,2.5,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0.0,0.0,9,0,0,0,0,1,0,0,1.34375,6498.879999999999
1,2.5,sep,thu,92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,0.0,0.0,9,0,0,0,0,1,0,0,0.9071428571428571,6498.879999999999
1,2.5,sep,thu,92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0.0,0.0,9,0,0,0,0,1,0,0,0.64,6498.879999999999
1,2.5,sep,sun,93.5,149.3,728.6,8.1,25.3,36,3.6,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.6837837837837838,5901.66
6,5.0,mar,sat,91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.6692307692307692,630.24
6,5.0,aug,sat,90.2,96.9,624.2,8.9,14.7,59,5.8,0.0,0.0,0.0,8,0,0,1,0,0,0,0,0.245,5555.380000000001
8,6.0,mar,fri,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0.696,630.24
8,6.0,aug,sun,92.3,85.3,488.0,14.7,20.8,32,6.3,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.6303030303030304,7173.599999999999
8,6.0,aug,sun,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.41363636363636364,6374.839999999999
8,6.0,aug,mon,91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0.0,0.0,8,0,1,0,0,0,0,0,1.017391304347826,3705.0399999999995
4,4.0,sep,sun,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.27384615384615385,3381.12
3,4.0,feb,sat,86.15,8.0,31.399999999999977,2.6,12.7,48,1.8,0.0,0.0,0.0,2,0,0,1,0,0,0,0,0.25918367346938775,81.63999999999994
3,4.0,mar,sat,86.15,2.4,31.399999999999977,0.7,17.4,24,5.4,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.696,21.979999999999983
3,4.0,aug,sun,91.4,142.4,601.4,10.6,11.6,83,4.5,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.1380952380952381,6374.839999999999
3,4.0,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.495,6374.839999999999
3,4.0,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0.0,0.0,8,0,0,0,0,0,1,0,0.21492537313432836,5530.5
2,4.0,aug,tue,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,0.0,0.0,8,0,0,0,0,0,1,0,0.49024390243902444,11000.7
2,4.0,sep,sat,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0,0.0,9,0,0,1,0,0,0,0,0.8033333333333333,5799.839999999999
2,4.0,jan,sat,86.15,3.7,31.399999999999977,2.9,5.3,78,3.1,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0670886075949367,91.05999999999993
4,5.0,mar,fri,86.15,19.5,57.3,2.8,12.7,52,6.3,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0.23962264150943394,160.43999999999997
4,5.0,mar,thu,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0,0.0,3,0,0,0,0,1,0,0,0.6066666666666667,557.25
4,5.0,aug,sun,90.2,99.6,631.2,6.3,21.4,33,3.1,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.6294117647058823,3976.5600000000004
4,5.0,sep,sat,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0,0.0,9,0,0,1,0,0,0,0,0.44130434782608696,4960.0599999999995
4,5.0,sep,mon,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.3052631578947368,5040.29
4,4.0,mar,fri,86.15,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0.31136363636363634,160.43999999999997
3,4.0,mar,fri,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0.9894736842105264,697.5
3,4.0,sep,sun,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.5700000000000001,3381.12
3,4.0,sep,mon,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.5249999999999999,6663.5599999999995
3,4.0,mar,tue,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0,0.0,3,0,0,0,0,0,1,0,0.5642857142857143,256.87999999999994
3,5.0,mar,tue,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0.0,0.0,3,0,0,0,0,0,1,0,0.5535714285714286,256.87999999999994
3,4.0,mar,sat,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.3741935483870968,630.24
3,4.0,mar,sat,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.5428571428571428,630.24
3,4.0,mar,mon,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0,0.0,3,0,1,0,0,0,0,0,0.3419354838709677,536.92
3,4.0,aug,thu,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0,0.0,8,0,0,0,0,1,0,0,0.5297297297297298,3592.82
3,4.0,aug,mon,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0,0.0,8,0,1,0,0,0,0,0,0.13733333333333334,6507.74
3,4.0,aug,mon,91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0.0,0.0,8,0,1,0,0,0,0,0,0.38863636363636367,6507.74
3,4.0,sep,sun,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.5232558139534884,5785.950000000001
3,4.0,sep,tue,86.15,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0,0.0,9,0,0,0,0,0,1,0,0.38913043478260867,2150.08
3,4.0,sep,fri,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.38823529411764707,11007.57
3,4.0,oct,sun,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0,0.0,10,0,0,0,1,0,0,0,0.8240000000000001,6087.84
3,5.0,mar,mon,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0.0,0.0,3,0,1,0,0,0,0,0,0.18,519.0
3,5.0,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0,0.0,9,1,0,0,0,0,0,0,0.3909090909090909,5901.66
3,5.0,oct,wed,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0,0.0,10,0,0,0,0,0,0,1,0.3382978723404255,3503.7599999999998
2,5.0,oct,sun,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,0.0,10,0,0,0,1,0,0,0,0.4277777777777778,6087.84
4,6.0,feb,sat,86.15,21.5,87.2,0.8,15.4,40,2.7,0.0,0.0,0.0,2,0,0,1,0,0,0,0,0.375609756097561,69.76
4,6.0,mar,mon,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0,0.0,3,0,1,0,0,0,0,0,0.35,265.27
4,6.0,mar,sun,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,0.0,3,0,0,0,1,0,0,0,0.225531914893617,981.12
4,6.0,sep,thu,93.7,80.9,685.2,17.9,17.6,42,3.1,0.0,0.0,0.0,9,0,0,0,0,1,0,0,0.4093023255813954,12265.08
3,5.0,mar,tue,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0,0.0,3,0,0,0,0,0,1,0,0.3820512820512821,256.87999999999994
3,5.0,aug,sat,93.5,139.4,594.2,17.9,17.6,52,5.8,0.0,0.0,0.0,8,0,0,1,0,0,0,0,0.33207547169811324,10636.18
3,6.0,sep,sun,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.29152542372881357,5785.950000000001
3,6.0,sep,mon,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.23283582089552238,4805.5
9,6.5,jul,tue,86.15,48.3,313.4,3.9,18.0,42,2.7,0.0,0.36,0.3074846997479606,7,0,0,0,0,0,1,0,0.4186046511627907,1222.26
1,4.0,sep,tue,91.0,129.5,692.6,7.0,21.7,38,2.2,0.0,0.43,0.3576744442718159,9,0,0,0,0,0,1,0,0.5564102564102564,4848.2
2,5.0,sep,mon,90.9,126.5,686.5,7.0,21.9,39,1.8,0.0,0.47,0.3852624007906449,9,0,1,0,0,0,0,0,0.5475,4805.5
1,2.5,aug,wed,95.5,99.9,513.3,13.2,23.3,31,4.5,0.0,0.55,0.4382549309311553,8,0,0,0,0,0,0,1,0.728125,6775.559999999999
8,6.0,aug,fri,90.1,108.0,529.8,12.5,21.2,51,8.200000000000001,0.0,0.61,0.4762341789963716,8,1,0,0,0,0,0,0,0.4076923076923077,6622.499999999999
1,2.5,jul,sat,90.0,51.3,296.3,8.7,16.6,53,5.4,0.0,0.71,0.5364933705145685,7,0,0,1,0,0,0,0,0.3074074074074074,2577.81
2,5.0,aug,wed,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,0.77,0.5709795465857378,8,0,0,0,0,0,0,1,0.7212121212121212,6775.559999999999
6,5.0,aug,thu,95.2,131.7,578.8,10.4,27.4,22,4.0,0.0,0.9,0.6418538861723948,8,0,0,0,0,1,0,0,1.191304347826087,6019.5199999999995
5,4.0,mar,mon,90.1,39.7,86.6,6.2,13.2,40,5.4,0.0,0.95,0.6678293725756554,3,0,1,0,0,0,0,0,0.32195121951219513,536.92
8,3.0,sep,tue,86.15,73.4,671.9,3.2,24.2,28,3.6,0.0,0.96,0.6729444732424258,9,0,0,0,0,0,1,0,0.8344827586206897,2150.08
2,2.5,aug,tue,94.8,108.3,647.1,17.0,17.4,43,6.7,0.0,1.07,0.7275486072772778,8,0,0,0,0,0,1,0,0.39545454545454545,11000.7
8,6.0,sep,thu,93.7,80.9,685.2,17.9,23.7,25,4.5,0.0,1.12,0.7514160886839212,9,0,0,0,0,1,0,0,0.9115384615384615,12265.08
6,5.0,jun,fri,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19,0.7839015438284094,6,1,0,0,0,0,0,0,0.58,3076.43
9,6.5,jul,sun,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,1.36,0.8586616190375187,7,0,0,0,1,0,0,0,0.8266666666666667,2557.44
3,4.0,jul,sat,90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1.43,0.8878912573524571,7,0,0,1,0,0,0,0,0.5590909090909091,2629.42
5,4.0,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,1.46,0.9001613499442714,9,1,0,0,0,0,0,0,0.41875,11007.57
1,5.0,sep,sat,93.4,145.4,721.4,8.1,29.6,27,2.7,0.0,1.46,0.9001613499442714,9,0,0,1,0,0,0,0,1.0571428571428572,5843.339999999999
7,4.0,aug,sun,94.8,108.3,647.1,17.0,16.4,47,1.3,0.0,1.56,0.9400072584914712,8,0,0,0,1,0,0,0,0.3416666666666666,11000.7
2,4.0,sep,sat,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61,0.9593502213346021,9,0,0,1,0,0,0,0,1.0214285714285716,5843.339999999999
2,2.5,aug,wed,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,1.63,0.9669838461896731,8,0,0,0,0,0,0,1,0.39999999999999997,6279.36
2,4.0,aug,wed,92.1,111.2,654.1,9.6,20.5,35,4.0,0.0,1.64,0.9707789171582247,8,0,0,0,0,0,0,1,0.5694444444444444,6279.36
7,4.0,sep,fri,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1.69,0.9895411936137477,9,1,0,0,0,0,0,0,0.5428571428571428,8149.599999999999
7,4.0,mar,mon,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.75,1.0116009116784799,3,0,1,0,0,0,0,0,0.5366666666666667,536.92
6,4.0,aug,thu,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,1.9,1.0647107369924282,8,0,0,0,0,1,0,0,0.48333333333333334,6019.5199999999995
6,3.0,mar,sat,90.6,50.1,100.4,7.8,15.2,31,8.200000000000001,0.0,1.94,1.0784095813505903,3,0,0,1,0,0,0,0,0.475,783.12
8,6.0,sep,sat,92.5,121.1,674.4,8.6,17.8,56,1.8,0.0,1.95,1.0818051703517284,9,0,0,1,0,0,0,0,0.312280701754386,5799.839999999999
8,5.0,sep,sun,89.7,90.0,704.4,4.8,17.8,67,2.2,0.0,2.01,1.1019400787607843,9,0,0,0,1,0,0,0,0.26176470588235295,3381.12
6,5.0,mar,thu,86.15,18.2,55.0,3.0,5.3,70,4.5,0.0,2.14,1.144222799920162,3,0,0,0,0,1,0,0,0.07464788732394366,165.0
6,5.0,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,2.29,1.1908875647772805,8,0,0,0,0,0,0,1,0.3458333333333334,6279.36
6,5.0,aug,wed,96.0,127.1,570.5,16.5,23.4,33,4.5,0.0,2.51,1.2556160374777745,8,0,0,0,0,0,0,1,0.6882352941176471,9413.25
6,5.0,mar,fri,91.2,48.3,97.8,12.5,14.6,26,8.200000000000001,0.0,2.53,1.2612978709452054,3,1,0,0,0,0,0,0,0.5407407407407407,1222.5
8,6.0,aug,thu,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,2.55,1.2669476034873244,8,0,0,0,0,1,0,0,0.45,6019.5199999999995
5,4.0,sep,wed,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,2.57,1.2725655957915476,9,0,0,0,0,0,0,1,0.6083333333333333,6436.32
